name,email,url
Lutheran Student Fellowship,UniversityLutheranCS@gmail.com,http://www.ulctamu.org
Muslim Students' Association,msa-officers@googlegroups.com,http://www.tamumsa.org
Nurses Christian Fellowship - Round Rock,,
Orthodox Christian Campus Ministries,tamu@susoccm.org,http://susoccm.org
Orthodox Christian Fellowship,texasam.ocf@gmail.com,https://www.facebook.com/groups/TexasAMOCF/
Phi Beta Chi,communications.phibetachitamu@gmail.com,https://tamuphibetachi.wixsite.com/zeta
Philadelphia Sisters,phillies.tamu@gmail.com,https://www.philadelphiasisters.com/
Reformed University Fellowship,austin.mccann@ruf.org,http://ruf.org/ministry/texas-am
ReJOYce In Jesus Campus Fellowship,tamu@rjcf.org,http://www.rjcf.org/rjm-tamu.htm
Sigma Phi Lambda,aggiephilambofficers@gmail.com,https://linktr.ee/aggiephilamb
Student Mobilization ,stumo@stumo.org,http://www.stumo.org/
Surrendered Apostolics Living Truth,president@salt.tamu.edu,https://maroonlink.tamu.edu/organization/salt
TAMU ARTISTS,tamuartists@gmail.com,http://tamuartists.wix.com/artists
TAMU Navigators,aggienavs@gmail.com,https://aggienavs.org
Texas A&M Revelation Outdoors,tamurevoutdoors@gmail.com,http://tamurevo.com
The Student Apologetics Fellowship,,https://tamuapologetics.wixsite.com/home
Thrive,tamuthriveiv@gmail.com,
Treehouse (Aggie Lutherans),ministry@treehouseministries.com,http://www.treehouseministries.com/
True Life Change,,
Two42 College Ministry,college@brazosfellowship.com,http://www.brazosfellowship.com/college
Tzu Chi Collegiate Association,tamutcca@gmail.com,https://www.facebook.com/tamutzuchi/
United Campus Ministry in Aggieland,info@aggieucm.org,http://www.aggieucm.org
Wesley Foundation,tamuwesley@gmail.com,http://tamuwesley.org/
Young Life Leadership Training,tamu.younglife@gmail.com,http://brazosvalley.younglife.org/Pages/default.aspx
Christland College Ministry,,https://christlandchurch.com/
Epic Movement,,https://tamuepic.wixsite.com/epic
Freshmen Leaders In Christ,flicdirectors@gmail.com,https://www.tamuflic.com/
McAllen Aggie Baptist Student Ministry (BSM),,
Men Of God Christian Fraternity Incorporated,mogtamu1999@gmail.com,https://m.facebook.com/mogtamu/
Ratio Christi ,RatioChristiTAMU@gmail.com,http://RC-TAMU.org
TAMU Campus Crusade for Christ,,https://www.aggiecru.com
The Impact Movement,tamuimpactmv@gmail.com,
Thomistic Institute at Texas A&M,aggiethomist@gmail.com,https://thomisticinstitute.org/texas-am
Aston Hall Council,,
Clyde H. Wells Residence Hall Association,,http://wellshall.tamu.edu
Dunn Hall Community Council,,
FHK Complex Community Council,,
Freshman Leaders On Campus,floc.director@gmail.com,http://tamufloc.org
Gardens Apartment Community Council,uacc@listserv.tamu.edu,http://uacc.tamu.edu
Hullabaloo Hall Community Council,HullabalooHallDirector@housing.tamu.edu,
Legett Hall Community Council,legetthall@gmail.com,
Mosher Hall Council,mosher@stuorg.tamu.edu,
National Residence Hall Honorary,nrhh@reslife.tamu.edu,http://nrhh.tamu.edu
Neeley Hall Community Council,,
Residential Housing Association,rha@reslife.tamu.edu,https://rha.tamu.edu/
Rudder Hall Community Council,RudderHallDirector@housing.tamu.edu,
T.O. Walton Hall Council,,
White Creek Apartments Community Council,,
C.C. Krueger Hall Association,,
Clements Hall,clementscomcouncil@gmail.com,
Davis-Gary Hall Council,,http://www.facebook.com/tamudavisgary
Eppright Hall Community Council,EpprightHallDirector@housing.tamu.edu,
Haas Hall Community Council,,
Hart Hall Community Council,,
Hobby Hall Community Council,hobbyhalldirector@housing.tamu.edu,http://hobbyhall.tamu.edu
Lechner-McFadden Community Council,,
Les Appelt Hall,,
Moses Hall,lisa_lozano@reslife.tamu.edu,
Residence Hall Staff Council,rhsc-president@housing.tamu.edu,
Schuhmacher Hall Community Council,,
Underwood Hall Community Council,underwood@stuorg.tamu.edu,
Aggie Babes,aggiebabes.tamu@gmail.com,http://aggiebabestamu.wixsite.com/beababe
Aggie Emeralds,emeralds.president@gmail.com,http://www.aggieemeralds.com
Aggie Fish Club,aggiefishclub@gmail.com,https://aggiefishclub.wixsite.com/tamu
Aggie Gems,aggiegems.president@gmail.com,http://www.aggiegems.com
Aggie Girl Scouts,tamuaggiegirlscouts@gmail.com,https://www.facebook.com/aggiegirlscouts
Aggie Guide-Dogs and Service-Dogs,aggieguideandservicedogs@gmail.com,http://ags-tamu.org
Aggie Habitat for Humanity,info@aggiehabitat.org,http://www.aggielandhabitat.org
Aggie Miracle,aggiemiracleed@gmail.com,http://www.aggiemiracle.com
Aggie Muster Committee,muster@stuact.tamu.edu,http://muster.tamu.edu
Aggie Orientation Leader Program,aolp@studentlife.tamu.edu,http://aolp.tamu.edu
Aggie Parent & Family Ambassadors,,http://familyprograms.tamu.edu
Aggie Pregnant and Parenting Student Organization,appsoatm@gmail.com,https://appsotamu.weebly.com/
Aggie Replant,aggiereplant@gmail.com,http://replant.tamu.edu
Aggie Rotaract,aggierotaractpresident@gmail.com,http://aggierotaract.weebly.com/
Aggie Royals,,http://www.aggieroyals.com/
Aggie Salvation Army,agsalvationarmy@gmail.com,https://salvationarmybcs.org/bryan-collegestation/student-org/
Aggie School Volunteers,agschoolvol@gmail.com,https://aggieschoolvol.wixsite.com/texasamasv
Aggie Special Olympics Texas Volunteers,aggiespecialolympics@gmail.com,http://asotv.tamu.edu
Aggie Transition Camps (ATC),atc-pr@dsa.tamu.edu,http://atc.tamu.edu
Aggieland Growing through Selfless Service,aggielandgrowing@gmail.com,https://tamuagss.wixsite.com/agss
Aggies for Animal Rescue,aggies4animalrescue@gmail.com,
Aggies for Limbs,aggies4limbs.president@gmail.com,http://aggiesforlimbs.wixsite.com/home
Aggies Reaching Out,aggiesreachingout@gmail.com,http://www.aggiesreachingout.com
Aggies Selflessly Serving In Shaping Tomorrow - ASSIST,assistdirectorstamu@gmail.com,https://tamuassist.weebly.com/
Aggies Serving the Aging Population,asap@tamu.edu,https://asaptamu.wixsite.com/asap
Ags REACH,president@agsreach.org,
American Association of University Women at Texas A&M,aauw.tamu@gmail.com,https://aauw-tamu.weebly.com/
American Red Cross Club of Texas A&M University,americanredcross.tamu@gmail.com,https://tamu-arc.wixsite.com/redcrosstamu
Be The Match-Texas A&M University,,http://www.bethematchfoundation.org/site/TR?fr_id=4193&pg=entry
CARPOOL (Caring Aggies R Protecting Over Our Lives),chair.carpool@gmail.com,http://carpool.tamu.edu
Changing Health Attitudes and Actions to Recreate Girls,,https://chaarg.com/texas-am-university/
Circle K International,tamucki.president@gmail.com,
CONNECT,tamu.connect1@gmail.com,http://www.tamuconnect.com
Connected Aggies Serving Through Leadership Experiences,,http://www.castletamu.com
Deaf Aggies & Friends,deafTAMU@gmail.com,http://deaf.tamu.edu
Dreamcatchers Texas A&M Chapter,,
Engineers Without Borders,president@ewb-tamu.org,https://www.ewb-tamu.org/
"Excellence Uniting Culture, Education, & Leadership",ExCEL@tamu.edu,http://excel.tamu.edu
Fish Camp,fcamp-dir@dsa.tamu.edu,http://fishcamp.tamu.edu
Freshman Leaders Advancing in Service and Honor,flashdirectors@gmail.com,http://aggieflash.com
Freshmen Aggies Spreading Tradition,fasttamudirectors@gmail.com,http://fast.tamu.edu
Global Business Brigades Texas A&M,tamugbb@gmail.com,http://tamugbb.weebly.com/
Global Dental Brigades,tranjaden03@tamu.edu,
Global Engineering Brigades,tamugeb@gmail.com,https://www.engineeringbrigades.org/
Global Health Outreach,tamughoug@gmail.com,https://www.sites.google.com/view/tamughoug
Global Medical Brigades,aggiegmb@gmail.com,http://facebook.com/AggieGMB
Hearts for the Homeless College Station,tamu@h4hinternational.org,
Human Environmental Animal Team,heattamu@gmail.com,"http://heatestablishment.tamu.edu, https://www.instagram.com/heattamu/?hl=en"
Maternal and Child Health Student Organization,,https://www.facebook.com/mchsoaggies
MEDLIFE,medlife.president.tamu@gmail.com,http://tamumedlife.wixsite.com/tamumedlife
MORPH,president.morph@gmail.com,https://morphbcs.wixsite.com/tamu
Omega Phi Alpha-National Service Sorority,delta.president@omegaphialpha.org,http://www.opadelta.org
Providing Smiles and Understanding Needs (P.S.U.N),psun.director@gmail.com,http://psuntamu.weebly.com/
Representing A&M by Performing Service,tamuramps@gmail.com,https://tamuramps.wixsite.com/ramps
Share the Advantage ,coltongknox@gmail.com,https://www.facebook.com/Share-the-Advantage-Texas-AM-2191106824486708/?modal=admin_todo_tour
Sisterhood of Aggie Mentors,sisterhoodofaggiementors@gmail.com,http://www.sisterhoodofaggiementors.com
Sports for Kids,sfktamu@gmail.com,https://maroonlink.tamu.edu/organization/sfk
Starlight Aggies,starlightaggiespres@gmail.com,https://www.starlightaggies.org/
Student Leaders of Tomorrow,tamuslot@gmail.com,https://www.tamu-slot.com/
SUITS,suitsoftamu@gmail.com,http://www.aggiesuits.com/
Texas A&M Campus Community Emergency Response Team,,
Texas A&M PAWS,paws.tamu@gmail.com,https://tamupaws.wixsite.com/paws
Texas A&M Student Chapter of Heifer International,tamucvmheiferinternational@gmail.com,https://tamucvmheiferinter.wixsite.com/heifer-international
The 12th Can,12thcan.director@gmail.com,http://12thcan.tamu.edu
The Big Event,tbedirector@aggienetwork.com,http://bigevent.tamu.edu
The Big Health Event,,
The VOOM Ambassadors,voomambassadors@gmail.com,https://www.voomfoundation.org/voom-ambassadors.html
Transcend,tamutranscend@gmail.com,https://linktr.ee/TAMUTranscend
UNICEF at TAMU,tamuunicef@gmail.com,https://tamuunicef.wixsite.com/unicef
Veterinarians Without Borders,vetswithoutborderstamu@gmail.com,http://vetswithoutborders.tamu.edu/
VIDA Volunteer,tamuvida.22.23@gmail.com,
Wine to Water Texas A&M,winetowatertamu@gmail.com,https://winetowatertamu.wixsite.com/website
Camp Kesem A&M,tamu@kesem.org,https://www.kesem.org/
Texas A&M Society for Ecological Restoration Student Guild ,societyforecor@gmail.com,
A&M Refugee Advocates,tamurefugeeadvocates@gmail.com,
Aggie Shields,shieldsofficers@gmail.com,http://www.aggieshields.org
Aggie Vanguard Men's Organization,aggievanguard@gmail.com,https://www.aggievanguard.com
Aggieland Lions Club,aggielandlionsclub@gmail.com,
aggies for charity: water,aggiesforcharitywaterpresident@gmail.com,https://aggiesforcharity.wixsite.com/supporter
Best Buddies,aggiebestbuddies@gmail.com,http://www.aggiebestbuddies.weebly.com
Fightin' Ags Resource for Underprivileged Girls & women Adapting to Life in Poverty ,,https://frugaltamu.wixsite.com/frugaltamu
Patriot Paws of Aggieland,patriotpawsBCS@gmail.com,https://patriotpawsaggieland.weebly.com
Texas A&M Compassion 4 Change,tamu@compassion4change.com,
Texas A&M Student United Way,liveunitedtamu@gmail.com,http://Texas A&M Student United Way
Texas A&M University Emergency Care Team,tamect76@gmail.com,https://tamect76.wixsite.com/careteam
Valley Alliance of Mentors for Opportunities & Scholars at Texas A&M University ,president.vamos.tamu@gmail.com,http://Vamos.tamu.edu
Women Helping Out Other People,whoop.tamu@gmail.com,http://whooptamu.wix.com/whooptamu
Aggie Ambassadors,kylewmccall@tamu.edu,https://health.tamu.edu/
Aggie Belles,aggiebellesofficers@gmail.com,http://aggiebelles.com
Aggie Blossoms,aggieblossoms@gmail.com,http://aggieblossoms.com
Aggie Classics,aggieclassicstamu@gmail.com,http://aggieclassics.wixsite.com/aggieclassics
Aggie Gentlemen of Integrity,tamuagi.president@gmail.com,http://tamuagi.com
Aggie Keys,theaggiekeys@gmail.com,http://theaggiekeys.wixsite.com/aggiekeys
"Aggie Knitting, Crafting, and More",,http://aggiekcam.weebly.com/
Aggie Men's Alliance,aggiemensalliance@gmail.com,http://aggiemensalliance.com
Aggie Men's Club,,http://aggiemensclub.com/
Aggie Originals,aggieoriginals@gmail.com,
Aggie Southern Darlings,president.southerndarlings@gmail.com,https://aggiesoutherndarling.wixsite.com/aggiesoutherndarling
Aggie Sweethearts,aggiesweetheartspresident@gmail.com,https://www.aggiesweethearts.com
Alpha Phi Omega,xideltapresident@gmail.com,https://www.instagram.com/tamuapo/
Alternative Spring Break,asbexec.tamu@gmail.com,http://www.tamualternativespringbreak.wordpress.com
Capital Men's Society,tamucapitals@gmail.com,http://tamucaps.com
Cupcakes For A Cause,cfactamu@gmail.com,https://cfactamu.wixsite.com/cfac
Freshman Aggie Ladies Leading,falldirectors@gmail.com,
Freshman Radiating Eagerness in Serving Humanity ,aggiefreshexecs@gmail.com,
Freshmen Aggies Developing in Excellence,fade.directorstaff@gmail.com,http://N/A
"Freshmen Leading in Acceptance, Kindness, and Equality",tamuflake@gmail.com,https://tamuflake.wixsite.com/tamuflake
Gamma Phi Omega (Formerly Cygnets),tamu.gphio@gmail.com,https://tamugphio.wixsite.com/tamuswans
Gents of Texas A&M,gentsoftxam@gmail.com,https://www.gentstamu.com/
LEIAS,president.leias@gmail.com,http://www.tamuleias.com/
Myriad Invictus,myriadinvictus@gmail.com,http://MyriadInvictus.com
Old Army Gentlemen's Society,olags.president@gmail.com,http://ol-ags.com
One Army: Texas Aggie Men United,onearmy.president@gmail.com,http://www.onearmy.net
Paradigm: Forging Model Men of Aggieland,president.pfmma@gmail.com,http://www.paradigm-tamu.org
Ryllies,rylliesexec@googlegroups.com,http://www.rylliestamu.com
Saw 'Em Off,Sawemoff1931@gmail.com,http://sawemoff1931.com
Sophomores Leading On Promoting Equality ,slopeexecs@gmail.com,http://tamuslope.com
Sophomores Progressing In Excellence and Success,tamu.spies@gmail.com,http://Coming Soon
TAMU Nutrition and Dietetic Association,,https://tamunutrition.wixsite.com/tamunda
Texas A&M Iron Spikes,ironspikes.tamu00@gmail.com,http://www.tamuironspikes.org
Texas A&M University Coffee Club,general@tamucoffeeclub.com,https://www.tamucoffeeclub.com
Texas A&M University Legacies,legacies.president@gmail.com,https://www.tamulegacies.com/
The Century Men's Society,centurymens.president@gmail.com,http://www.tamucenturymen.com/
Twelve,twelvetamu@gmail.com,http://twelvetamu.org
Aggie Golden Arrows,aggiegoldenarrows@gmail.com,https://aggiearrow.wixsite.com/tamu
Aggie Recruitment Committee,arcchair@gmail.com,https://www.arctamu.com
Alpha Zeta Chi,president.azx@gmail.com,https://sites.google.com/view/alphazetachi/home
A&M Bitcoin Club,,
Aggie Blacksmithing Club,,
Aggie Coding Club,aggiecodingclub@gmail.com,http://aggiecodingclub.com/
Aggie Eco-Representatives,aggieecoreps@gmail.com,https://www.aggieecoreps.com/
Aggie MuKappa,aggiemukappa@gmail.com,https://mukappa.org/profile/Texas%20AM%20University
Aggie Pen Club,aggiepenclub@gmail.com,http://linktr.ee/aggiepenclub
Aggie Pullers,aggiepullers@tamu.edu,https://www.facebook.com/AggiePullers
Bush School Pride Network,,
Cepheid Variable,cepheidvariable14@gmail.com,https://cepheid.org/
Cosplay Club,tamucosplay@gmail.com,https://tamucosplay.wixsite.com/home
Ecological Integration Symposium,theeis.tamu@gmail.com,http://eeb.tamu.edu/eis/
Freshman Aggies in Medicine,aggiefaim@gmail.com,https://aggiefaim.wixsite.com/mysite
KANM,manager.kanm@gmail.com,http://kanm.tamu.edu
LEGION,president.tamulegion@gmail.com,http://www.tamulegion.com
Out of State Ambassador Program,tamu.oosap@gmail.com,
Preservation and Conservation Student Society,pacss.tamu@gmail.com,https://www.facebook.com/preserveandconserve/
SKY@TAMU,skyattamu@gmail.com,http://www.skycampushappiness.org; http://www.artofliving.org
Society for Creative Anachronism,seneschal@shadowlands.ansteorra.org,http://shadowlands.ansteorra.org/
Sophomores Leading and Motivating,slamdirectors@gmail.com,http://www.tamuslam.org
TAMU SAE AERO Design Team,tamusaeaerodesign@gmail.com,http://tamusaeaero.org
TAMU Swiftie Society ,,
Texas A&M College Diabetes Network,texasam@collegediabetesnetwork.org,http://tamucdn.wixsite.com/tamucdn
Texas A&M Cybersecurity Club,tamucybersec@gmail.com,https://cybr.club/
Texas A&M Ducks Unlimited,tamuquackers@gmail.com,
Texas A&M Hair Braiding Club,,
Texas A&M Motorcycle Club,tamumotoclub@gmail.com,https://www.facebook.com/groups/BrazosValleySportRiding
Texas A&M National Scholar Ambassadors (TANSA),garciatr@tamu.edu,http://aggietansa.com
Texas A&M Paranormal Society,tamuparanormalsociety@gmail.com,https://tamuparanormalsoci.wixsite.com/taps
Texas A&M Secular Student Alliance,ssa.tamu.1@gmail.com,https://linktr.ee/ssatamu
Texas A&M Student Chapter of the Wildlife Disease Association,tamuwda@gmail.com,http://scwda.tamu.edu/
Texas A&M Tabletop Troupe,,https://www.tamutabletop.com/
Texas A&M Texas Trophy Hunters,tamutexastrophyhunters@yahoo.com,http://tamuttha.us
Texas A&M University Rocket Engine Design,rocket.engine.design@gmail.com,http://www.tamured.space
Texas A&M Women In Aviation ,wai.aggies@gmail.com,https://waiaggies.wixsite.com/womeninaviationtamu
Texas Aggie CattleWomen,texasaggiecattlewomen@gmail.com,
Texas Aggies Fighting Alzheimer's,tamu.tafa@gmail.com,
The Mugdown,themugdown@gmail.com,http://www.mugdown.com
"Theme Park Organization, TPO",tpoexecteam@gmail.com,http://tamuTPO.com
Theta Chi Fraternity,aggiethetachi@gmail.com,http://www.aggiethetachi.com
McAllen Aggies All In,valerierod01@tamu.edu,https://www.instagram.com/aggiesallin/
Semper Fi Society,,
TCK,tamutck@gmail.com,https://www.instagram.com/tamu_tck/
Texas A&M Amateur Radio Club,clubofficers.w5ac@gmail.com,http://w5ac.tamu.edu
Texas A&M Bioethics Forum,tamubioethicsforum@gmail.com,
Texas A&M Consulting Group,tacg.tamu@gmail.com,https://www.tamuconsultinggroup.com
Texas A&M Guitar Club,,
Texas A&M SEDS,tamu.seds.cstat@gmail.com,https://sites.google.com/chapter.seds.org/tamuseds/home?authuser=0
The National Society of Leadership and Success,nslsvicepresidents22@gmail.com,https://tamunsls.weebly.com
